order_id,order_placed_at,order_delivered_at
1529821,12-03-2023 20:57,13:03.5
1529822,12-03-2023 20:58,13:27.2
1529823,12-03-2023 21:06,24:02.3
1529824,12-03-2023 21:08,24:08.5
1529825,12-03-2023 21:12,27:46.6
1529826,12-03-2023 21:15,31:11.2
1529827,12-03-2023 21:23,41:58.4
1529828,12-03-2023 21:24,40:07.5
1529829,12-03-2023 21:24,44:43.5
1529830,12-03-2023 21:26,49:13.0
1529831,12-03-2023 21:31,46:31.6
1529832,12-03-2023 21:33,48:26.4
1529833,12-03-2023 21:33,51:40.0
1529834,12-03-2023 21:38,54:12.6
1529835,12-03-2023 21:40,56:43.3
1529836,12-03-2023 21:41,02:20.1
1529837,12-03-2023 21:41,58:00.5
1529838,12-03-2023 21:42,57:21.7
1529839,12-03-2023 21:42,13:42.2
1529840,12-03-2023 21:43,59:13.4
1529841,12-03-2023 21:44,59:55.7
1529842,12-03-2023 21:45,03:04.9
1529843,12-03-2023 21:48,04:04.4
1529844,12-03-2023 21:50,06:24.8
1529845,12-03-2023 21:51,06:58.3
1529846,12-03-2023 21:51,07:49.5
1529847,12-03-2023 21:53,12:09.2
1529848,12-03-2023 21:58,13:25.0
1529849,12-03-2023 22:02,17:31.8
1529850,12-03-2023 22:02,17:50.8
1529851,12-03-2023 22:06,22:34.7
1529852,12-03-2023 22:07,23:14.1
1529853,12-03-2023 22:08,24:17.2
1529854,12-03-2023 22:10,25:03.2
1529855,12-03-2023 22:12,27:46.4
1529856,12-03-2023 22:13,32:35.2
1529857,12-03-2023 22:15,31:43.4
1529858,12-03-2023 22:15,31:41.0
1529859,12-03-2023 22:19,36:02.6
1529860,12-03-2023 22:19,34:58.6
1529861,12-03-2023 22:23,38:41.8
1529862,12-03-2023 22:25,41:37.8
1529863,12-03-2023 22:26,42:01.4
1529864,12-03-2023 22:29,45:23.3
1529865,12-03-2023 22:35,50:16.0
1529866,12-03-2023 22:36,52:44.8
1529867,12-03-2023 22:37,53:02.6
1529868,12-03-2023 22:38,57:25.4
1529869,12-03-2023 22:43,58:37.3
1529870,12-03-2023 22:45,24:57.6
1529871,12-03-2023 22:46,02:43.7
1529872,12-03-2023 22:49,07:02.9
1529873,12-03-2023 22:56,15:39.6
1529874,12-03-2023 22:56,14:18.3
1529875,12-03-2023 23:01,21:48.0
1529876,12-03-2023 23:02,25:19.9
1529877,12-03-2023 23:03,23:33.9
1529878,12-03-2023 23:05,22:52.1
1529879,12-03-2023 23:10,26:03.7
1529880,12-03-2023 23:13,29:17.2
1529881,12-03-2023 23:15,31:22.3
1529882,12-03-2023 23:21,38:07.3
1529883,12-03-2023 23:22,37:53.4
1529884,12-03-2023 23:28,49:30.2
1529885,12-03-2023 23:30,46:05.7
1529886,12-03-2023 23:33,49:34.9
1529887,12-03-2023 23:33,48:51.8
1529888,12-03-2023 23:35,35:07.3
1529889,12-03-2023 23:37,53:14.9
1529890,12-03-2023 23:38,54:57.9
1529891,12-03-2023 23:42,57:40.9
1529892,12-03-2023 23:42,04:45.8
1529893,12-03-2023 23:43,08:02.5
1529894,12-03-2023 23:43,59:00.2
1529895,12-03-2023 23:44,00:32.5
1529896,12-03-2023 23:48,07:14.1
1529897,12-03-2023 23:51,06:38.5
1529898,12-03-2023 23:56,12:46.1
1529899,12-03-2023 23:56,12:23.4
1529900,13-03-2023 00:01,18:43.6
1529901,13-03-2023 00:01,17:19.9
1529902,13-03-2023 00:01,17:41.9
1529903,13-03-2023 00:07,27:43.9
1529904,13-03-2023 00:07,57:32.0
1529905,13-03-2023 00:09,33:30.7
1529906,13-03-2023 00:09,26:38.4
1529907,13-03-2023 00:13,29:11.4
1529908,13-03-2023 00:24,40:45.9
1529909,13-03-2023 00:25,40:55.8
1529910,13-03-2023 00:27,42:15.4
1529911,13-03-2023 00:27,43:53.7
1529912,13-03-2023 00:28,46:27.1
1529913,13-03-2023 00:28,44:31.5
1529914,13-03-2023 00:33,55:16.1
1529915,13-03-2023 00:36,52:02.2
1529916,13-03-2023 00:37,55:19.8
1529917,13-03-2023 00:39,54:27.0
1529918,13-03-2023 00:39,56:14.7
1529919,13-03-2023 00:43,59:20.2
1529920,13-03-2023 00:46,02:22.5
1529921,13-03-2023 00:47,07:22.1
1529922,13-03-2023 00:48,03:55.0
1529923,13-03-2023 00:50,08:27.6
1529924,13-03-2023 00:55,10:21.0
1529925,13-03-2023 00:55,11:05.3
1529926,13-03-2023 01:00,16:35.7
1529927,13-03-2023 01:08,24:10.0
1529928,13-03-2023 01:10,25:43.6
1529929,13-03-2023 01:19,34:30.4
1529930,13-03-2023 01:21,39:05.4
1529931,13-03-2023 01:22,37:29.6
1529932,13-03-2023 01:26,45:54.9
1529933,13-03-2023 01:28,44:08.3
1529934,13-03-2023 01:28,13:27.5
1529935,13-03-2023 01:33,49:09.1
1529936,13-03-2023 01:41,58:24.3
1529937,13-03-2023 01:41,58:01.4
1529938,13-03-2023 01:43,58:16.3
1529939,13-03-2023 01:44,59:59.4
1529940,13-03-2023 01:44,59:56.7
1529941,13-03-2023 01:48,03:58.6
1529942,13-03-2023 01:54,10:22.4
1529943,13-03-2023 01:55,10:17.7
1529944,13-03-2023 02:00,15:26.5
1529945,13-03-2023 02:03,19:41.0
1529946,13-03-2023 02:05,20:38.5
1529947,13-03-2023 02:08,24:26.6
1529948,13-03-2023 02:10,25:57.9
1529949,13-03-2023 02:12,27:55.8
1529950,13-03-2023 02:12,28:23.2
1529951,13-03-2023 02:14,29:22.0
1529952,13-03-2023 02:16,31:36.2
1529953,13-03-2023 02:19,35:46.3
1529954,13-03-2023 02:21,38:10.9
1529955,13-03-2023 02:21,37:07.2
1529956,13-03-2023 02:26,42:03.2
1529957,13-03-2023 02:30,47:30.5
1529958,13-03-2023 02:33,48:27.9
1529959,13-03-2023 02:34,49:36.5
1529960,13-03-2023 02:36,53:15.5
1529961,13-03-2023 02:39,02:21.6
1529962,13-03-2023 02:40,56:43.0
1529963,13-03-2023 02:41,57:06.0
1529964,13-03-2023 02:48,05:42.6
1529965,13-03-2023 02:49,04:54.1
1529966,13-03-2023 02:51,06:47.6
1529967,13-03-2023 02:55,10:56.7
1529968,13-03-2023 02:56,11:00.3
1529969,13-03-2023 02:56,11:18.2
1529970,13-03-2023 02:56,14:28.9
1529971,13-03-2023 02:59,17:47.4
1529972,13-03-2023 02:59,16:06.9
1529973,13-03-2023 03:05,21:20.5
1529974,13-03-2023 03:06,23:58.7
1529975,13-03-2023 03:07,22:56.6
1529976,13-03-2023 03:12,28:19.5
1529977,13-03-2023 03:12,40:32.1
1529978,13-03-2023 03:19,34:54.4
1529979,13-03-2023 03:24,39:19.4
1529980,13-03-2023 03:28,43:15.5
1529981,13-03-2023 03:29,47:36.3
1529982,13-03-2023 03:31,46:44.7
1529983,13-03-2023 03:31,46:55.2
1529984,13-03-2023 03:40,55:39.4
1529985,13-03-2023 03:40,59:07.9
1529986,13-03-2023 03:41,57:38.8
1529987,13-03-2023 03:41,59:02.0
1529988,13-03-2023 03:43,59:14.3
1529989,13-03-2023 03:44,59:41.1
1529990,13-03-2023 03:44,59:28.0
1529991,13-03-2023 03:52,09:03.7
1529992,13-03-2023 03:59,17:01.8
1529993,13-03-2023 03:59,15:15.3
1529994,13-03-2023 04:02,19:00.1
1529995,13-03-2023 04:04,20:02.3
1529996,13-03-2023 04:06,21:12.3
1529997,13-03-2023 04:08,23:50.1
1529998,13-03-2023 04:12,28:36.5
1529999,13-03-2023 04:13,31:29.6
1530000,13-03-2023 04:13,43:35.8
1530001,13-03-2023 04:18,34:05.0
1530002,13-03-2023 04:22,37:39.0
1530003,13-03-2023 04:22,38:08.7
1530004,13-03-2023 04:23,39:45.1
1530005,13-03-2023 04:23,38:55.6
1530006,13-03-2023 04:24,44:37.6
1530007,13-03-2023 04:27,44:12.3
1530008,13-03-2023 04:28,44:42.8
1530009,13-03-2023 04:33,51:09.6
1530010,13-03-2023 04:36,52:20.9
1530011,13-03-2023 04:39,54:54.5
1530012,13-03-2023 04:43,59:06.7
1530013,13-03-2023 04:44,01:52.5
1530014,13-03-2023 04:49,06:35.9
1530015,13-03-2023 04:51,06:21.9
1530016,13-03-2023 04:51,08:33.5
1530017,13-03-2023 04:52,08:07.5
1530018,13-03-2023 04:53,09:53.4
1530019,13-03-2023 04:55,10:19.9
1530020,13-03-2023 04:56,14:16.3
1530021,13-03-2023 04:56,13:41.6
1530022,13-03-2023 04:58,18:21.6
1530023,13-03-2023 05:04,19:15.6
1530024,13-03-2023 05:07,23:05.1
1530025,13-03-2023 05:11,27:20.1
1530026,13-03-2023 05:12,27:57.7
1530027,13-03-2023 05:14,29:15.3
1530028,13-03-2023 05:16,35:53.2
1530029,13-03-2023 05:19,37:37.8
1530030,13-03-2023 05:24,40:22.6
1530031,13-03-2023 05:25,44:56.9
1530032,13-03-2023 05:26,41:12.4
1530033,13-03-2023 05:27,44:07.0
1530034,13-03-2023 05:30,45:22.2
1530035,13-03-2023 05:45,00:55.1
1530036,13-03-2023 05:45,04:30.8
1530037,13-03-2023 05:47,02:43.6
1530038,13-03-2023 05:48,04:37.5
1530039,13-03-2023 05:51,08:26.6
1530040,13-03-2023 05:55,13:50.3
1530041,13-03-2023 05:58,15:02.5
1530042,13-03-2023 05:59,15:27.7
1530043,13-03-2023 06:00,17:30.1
1530044,13-03-2023 06:05,20:30.5
1530045,13-03-2023 06:05,21:45.6
1530046,13-03-2023 06:05,21:20.0
1530047,13-03-2023 06:11,26:19.9
1530048,13-03-2023 06:11,26:42.0
1530049,13-03-2023 06:19,36:09.9
1530050,13-03-2023 06:19,34:54.2
1530051,13-03-2023 06:21,37:57.4
1530052,13-03-2023 06:22,38:02.3
1530053,13-03-2023 06:23,42:16.1
1530054,13-03-2023 06:32,49:44.1
1530055,13-03-2023 06:32,48:11.5
1530056,13-03-2023 06:35,50:28.2
1530057,13-03-2023 06:41,56:48.3
1530058,13-03-2023 06:45,00:52.1
1530059,13-03-2023 06:48,06:17.1
1530060,13-03-2023 06:52,07:53.5
1530061,13-03-2023 06:55,11:40.9
1530062,13-03-2023 06:57,16:54.5
1530063,13-03-2023 06:58,13:56.3
1530064,13-03-2023 07:02,31:14.6
1530065,13-03-2023 07:02,31:33.2
1530066,13-03-2023 07:03,18:37.5
1530067,13-03-2023 07:04,19:38.0
1530068,13-03-2023 07:05,21:56.4
1530069,13-03-2023 07:09,24:38.4
1530070,13-03-2023 07:10,25:09.4
1530071,13-03-2023 07:10,27:07.9
1530072,13-03-2023 07:10,26:41.2
1530073,13-03-2023 07:14,30:53.1
1530074,13-03-2023 07:14,29:32.5
1530075,13-03-2023 07:15,30:36.7
1530076,13-03-2023 07:21,36:22.4
1530077,13-03-2023 07:21,36:48.7
1530078,13-03-2023 07:29,45:20.0
1530079,13-03-2023 07:33,48:11.3
1530080,13-03-2023 07:37,52:17.5
1530081,13-03-2023 07:40,56:19.1
1530082,13-03-2023 07:41,59:10.5
1530083,13-03-2023 07:42,04:20.7
1530084,13-03-2023 07:45,01:05.1
1530085,13-03-2023 07:48,04:19.3
1530086,13-03-2023 07:49,05:21.9
1530087,13-03-2023 07:53,39:25.5
1530088,13-03-2023 07:58,13:54.1
1530089,13-03-2023 08:03,19:04.3
1530090,13-03-2023 08:06,24:40.2
1530091,13-03-2023 08:08,24:34.8
1530092,13-03-2023 08:11,27:38.9
1530093,13-03-2023 08:12,28:45.4
1530094,13-03-2023 08:19,34:21.1
1530095,13-03-2023 08:20,35:51.3
1530096,13-03-2023 08:26,42:24.6
1530097,13-03-2023 08:26,42:32.9
1530098,13-03-2023 08:32,48:18.6
1530099,13-03-2023 08:34,13:40.0
1530100,13-03-2023 08:41,56:27.4
1530101,13-03-2023 08:44,00:29.6
1530102,13-03-2023 08:45,01:01.4
1530103,13-03-2023 08:46,01:52.8
1530104,13-03-2023 08:47,04:42.8
1530105,13-03-2023 08:48,03:37.5
1530106,13-03-2023 08:52,08:24.2
1530107,13-03-2023 08:54,09:48.5
1530108,13-03-2023 09:01,16:49.6
1530109,13-03-2023 09:08,23:39.2
1530110,13-03-2023 09:08,23:58.3
1530111,13-03-2023 09:09,24:05.3
1530112,13-03-2023 09:09,25:06.6
1530113,13-03-2023 09:15,34:26.4
1530114,13-03-2023 09:20,36:02.0
1530115,13-03-2023 09:20,36:35.5
1530116,13-03-2023 09:21,39:56.3
1530117,13-03-2023 09:23,38:25.9
1530118,13-03-2023 09:23,39:30.6
1530119,13-03-2023 09:26,41:26.2
1530120,13-03-2023 09:28,44:23.4
1530121,13-03-2023 09:39,56:32.6
1530122,13-03-2023 09:41,02:10.1
1530123,13-03-2023 09:41,00:22.9
1530124,13-03-2023 09:47,04:22.2
1530125,13-03-2023 09:51,08:03.6
1530126,13-03-2023 09:57,16:00.9
1530127,13-03-2023 10:01,23:02.3
1530128,13-03-2023 10:07,23:05.2
1530129,13-03-2023 10:07,22:45.0
1530130,13-03-2023 10:09,24:50.4
1530131,13-03-2023 10:10,26:45.2
1530132,13-03-2023 10:10,34:33.2
1530133,13-03-2023 10:12,29:30.5
1530134,13-03-2023 10:17,42:10.5
1530135,13-03-2023 10:17,33:20.0
1530136,13-03-2023 10:20,36:01.3
1530137,13-03-2023 10:21,36:13.2
1530138,13-03-2023 10:25,40:53.4
1530139,13-03-2023 10:26,42:09.8
1530140,13-03-2023 10:27,42:53.6
1530141,13-03-2023 10:33,51:40.6
1530142,13-03-2023 10:34,52:05.2
1530143,13-03-2023 10:37,22:47.4
1530144,13-03-2023 10:39,55:52.6
1530145,13-03-2023 10:39,58:30.3
1530146,13-03-2023 10:43,58:30.9
1530147,13-03-2023 10:48,03:30.6
1530148,13-03-2023 10:54,10:22.0
1530149,13-03-2023 10:57,15:21.6
1530150,13-03-2023 11:03,25:47.6
1530151,13-03-2023 11:10,25:55.2
1530152,13-03-2023 11:14,30:22.7
1530153,13-03-2023 11:17,32:41.1
1530154,13-03-2023 11:22,38:50.9
1530155,13-03-2023 11:22,38:47.9
1530156,13-03-2023 11:23,38:39.4
1530157,13-03-2023 11:37,53:18.4
1530158,13-03-2023 11:40,55:54.8
1530159,13-03-2023 11:40,03:51.5
1530160,13-03-2023 11:40,07:40.4
1530161,13-03-2023 11:43,58:48.5
1530162,13-03-2023 11:47,02:54.5
1530163,13-03-2023 11:52,07:33.5
1530164,13-03-2023 11:58,17:22.3
1530165,13-03-2023 12:00,18:30.0
1530166,13-03-2023 12:03,19:40.2
1530167,13-03-2023 12:04,19:51.5
1530168,13-03-2023 12:07,52:54.4
1530169,13-03-2023 12:10,26:08.5
1530170,13-03-2023 12:11,59:35.1
1530171,13-03-2023 12:13,38:41.2
1530172,13-03-2023 12:16,37:59.6
1530173,13-03-2023 12:18,33:17.0
1530174,13-03-2023 12:19,35:15.8
1530175,13-03-2023 12:20,37:05.2
1530176,13-03-2023 12:20,36:06.3
1530177,13-03-2023 12:20,41:11.5
1530178,13-03-2023 12:21,37:19.5
1530179,13-03-2023 12:31,47:06.9
1530180,13-03-2023 12:36,52:04.5
1530181,13-03-2023 12:37,00:04.9
1530182,13-03-2023 12:42,58:18.6
1530183,13-03-2023 12:43,58:14.4
1530184,13-03-2023 12:44,59:55.7
1530185,13-03-2023 12:44,00:04.9
1530186,13-03-2023 12:56,11:26.6
1530187,13-03-2023 12:57,13:10.2
1530188,13-03-2023 13:00,15:40.6
1530189,13-03-2023 13:03,18:58.0
1530190,13-03-2023 13:15,31:03.9
1530191,13-03-2023 13:16,58:33.2
1530192,13-03-2023 13:18,33:21.4
1530193,13-03-2023 13:18,35:20.8
1530194,13-03-2023 13:18,35:23.6
1530195,13-03-2023 13:20,47:16.9
1530196,13-03-2023 13:31,58:52.6
1530197,13-03-2023 13:33,48:53.4
1530198,13-03-2023 13:33,49:06.5
1530199,13-03-2023 13:34,11:00.6
1530200,13-03-2023 13:34,50:24.3
1530201,13-03-2023 13:37,52:40.8
1530202,13-03-2023 13:39,59:08.2
1530203,13-03-2023 13:41,56:03.5
1530204,13-03-2023 13:44,59:28.4
1530205,13-03-2023 13:44,03:31.0
1530206,13-03-2023 13:56,59:56.3
1530207,13-03-2023 14:00,16:35.0
1530208,13-03-2023 14:03,19:40.4
1530209,13-03-2023 14:03,18:31.4
1530210,13-03-2023 14:04,19:08.3
1530211,13-03-2023 14:06,24:05.9
1530212,13-03-2023 14:09,24:16.3
1530213,13-03-2023 14:12,27:58.3
1530214,13-03-2023 14:15,31:52.4
1530215,13-03-2023 14:16,31:54.6
1530216,13-03-2023 14:18,34:31.5
1530217,13-03-2023 14:18,33:47.6
1530218,13-03-2023 14:18,43:26.9
1530219,13-03-2023 14:20,35:46.6
1530220,13-03-2023 14:28,48:17.4
1530221,13-03-2023 14:36,53:25.4
1530222,13-03-2023 14:39,55:43.3
1530223,13-03-2023 14:44,00:02.2
1530224,13-03-2023 14:44,00:13.5
1530225,13-03-2023 14:44,00:17.4
1530226,13-03-2023 14:44,01:04.4
1530227,13-03-2023 14:47,03:06.9
1530228,13-03-2023 14:48,03:14.4
1530229,13-03-2023 14:50,05:46.0
1530230,13-03-2023 14:51,06:46.6
1530231,13-03-2023 14:54,09:20.3
1530232,13-03-2023 14:55,16:49.6
1530233,13-03-2023 14:55,12:30.6
1530234,13-03-2023 14:55,11:06.6
1530235,13-03-2023 14:57,14:10.1
1530236,13-03-2023 14:57,15:03.3
1530237,13-03-2023 15:03,33:23.5
1530238,13-03-2023 15:03,18:55.0
1530239,13-03-2023 15:05,24:11.7
1530240,13-03-2023 15:11,29:01.0
1530241,13-03-2023 15:12,43:32.4
1530242,13-03-2023 15:15,30:07.9
1530243,13-03-2023 15:17,36:52.3
1530244,13-03-2023 15:20,36:12.5
1530245,13-03-2023 15:21,37:36.1
1530246,13-03-2023 15:22,39:14.2
1530247,13-03-2023 15:24,41:56.4
1530248,13-03-2023 15:30,46:53.8
1530249,13-03-2023 15:32,47:58.7
1530250,13-03-2023 15:35,52:56.4
1530251,13-03-2023 15:36,53:02.4
1530252,13-03-2023 15:41,57:34.0
1530253,13-03-2023 15:42,58:04.7
1530254,13-03-2023 15:45,00:50.3
1530255,13-03-2023 15:49,06:19.0
1530256,13-03-2023 15:49,05:27.1
1530257,13-03-2023 15:57,13:15.4
1530258,13-03-2023 15:58,15:26.7
1530259,13-03-2023 15:58,13:42.9
1530260,13-03-2023 16:01,17:25.7
1530261,13-03-2023 16:02,18:40.7
1530262,13-03-2023 16:02,19:06.5
1530263,13-03-2023 16:08,24:32.1
1530264,13-03-2023 16:09,25:22.1
1530265,13-03-2023 16:10,25:16.4
1530266,13-03-2023 16:12,31:07.2
1530267,13-03-2023 16:17,32:53.5
1530268,13-03-2023 16:17,34:09.8
1530269,13-03-2023 16:21,37:53.1
1530270,13-03-2023 16:26,44:08.4
1530271,13-03-2023 16:31,46:28.0
1530272,13-03-2023 16:34,51:03.6
1530273,13-03-2023 16:37,53:09.3
1530274,13-03-2023 16:40,56:13.8
1530275,13-03-2023 16:47,05:23.3
1530276,13-03-2023 16:55,10:38.2
1530277,13-03-2023 16:55,11:59.6
1530278,13-03-2023 16:59,17:54.9
1530279,13-03-2023 17:02,17:14.3
1530280,13-03-2023 17:04,20:14.9
1530281,13-03-2023 17:05,23:27.4
1530282,13-03-2023 17:07,22:28.8
1530283,13-03-2023 17:07,23:10.4
1530284,13-03-2023 17:09,26:29.2
1530285,13-03-2023 17:10,30:32.5
1530286,13-03-2023 17:13,32:43.1
1530287,13-03-2023 17:15,31:10.9
1530288,13-03-2023 17:17,32:25.6
1530289,13-03-2023 17:22,37:31.2
1530290,13-03-2023 17:23,39:51.9
1530291,13-03-2023 17:24,40:57.9
1530292,13-03-2023 17:26,15:56.2
1530293,13-03-2023 17:26,41:52.0
1530294,13-03-2023 17:28,44:05.2
1530295,13-03-2023 17:29,46:36.5
1530296,13-03-2023 17:29,46:35.9
1530297,13-03-2023 17:40,56:12.9
1530298,13-03-2023 17:40,56:11.3
1530299,13-03-2023 17:43,03:07.3
1530300,13-03-2023 17:48,03:44.8
1530301,13-03-2023 17:49,05:02.0
1530302,13-03-2023 17:51,09:31.7
1530303,13-03-2023 17:52,07:51.6
1530304,13-03-2023 17:54,33:35.6
1530305,13-03-2023 17:57,38:21.1
1530306,13-03-2023 17:57,12:47.8
1530307,13-03-2023 17:59,14:39.4
1530308,13-03-2023 17:59,18:29.5
1530309,13-03-2023 18:00,15:26.4
1530310,13-03-2023 18:05,30:46.7
1530311,13-03-2023 18:10,25:41.1
1530312,13-03-2023 18:18,36:30.2
1530313,13-03-2023 18:19,36:03.8
1530314,13-03-2023 18:20,44:04.8
1530315,13-03-2023 18:20,37:58.0
1530316,13-03-2023 18:20,01:48.3
1530317,13-03-2023 18:21,37:04.2
1530318,13-03-2023 18:23,41:07.2
1530319,13-03-2023 18:23,38:28.3
1530320,13-03-2023 18:29,46:59.0
1530321,13-03-2023 18:30,49:08.3
1530322,13-03-2023 18:32,47:45.5
1530323,13-03-2023 18:32,48:24.8
1530324,13-03-2023 18:37,54:57.8
1530325,13-03-2023 18:38,53:31.6
1530326,13-03-2023 18:39,55:13.7
1530327,13-03-2023 18:39,54:46.5
1530328,13-03-2023 18:41,56:26.4
1530329,13-03-2023 18:44,00:36.6
1530330,13-03-2023 18:45,00:51.1
1530331,13-03-2023 18:49,07:33.5
1530332,13-03-2023 18:49,11:08.3
1530333,13-03-2023 18:55,11:29.0
1530334,13-03-2023 19:03,19:43.9
1530335,13-03-2023 19:07,23:05.3
1530336,13-03-2023 19:07,22:51.7
1530337,13-03-2023 19:09,26:32.4
1530338,13-03-2023 19:12,29:03.5
1530339,13-03-2023 19:25,40:49.0
1530340,13-03-2023 19:26,41:28.6
1530341,13-03-2023 19:27,43:03.1
1530342,13-03-2023 19:37,52:16.5
1530343,13-03-2023 19:38,55:12.4
1530344,13-03-2023 19:43,59:40.7
1530345,13-03-2023 19:50,08:34.1
1530346,13-03-2023 19:57,12:12.8
1530347,13-03-2023 19:59,15:12.2
1530348,13-03-2023 20:10,30:40.7
1530349,13-03-2023 20:11,27:22.8
1530350,13-03-2023 20:18,33:37.4
1530351,13-03-2023 20:22,37:35.4
1530352,13-03-2023 20:23,42:23.9
1530353,13-03-2023 20:25,05:03.7
1530354,13-03-2023 20:25,42:22.5
1530355,13-03-2023 20:27,45:44.0
1530356,13-03-2023 20:28,43:23.4
1530357,13-03-2023 20:30,46:27.9
1530358,13-03-2023 20:34,52:14.7
1530359,13-03-2023 20:40,56:23.9
1530360,13-03-2023 20:44,01:25.2
1530361,13-03-2023 20:51,06:15.1
1530362,13-03-2023 20:51,08:07.6
1530363,13-03-2023 20:51,14:01.5
1530364,13-03-2023 20:52,10:46.8
1530365,13-03-2023 20:58,16:15.6
1530366,13-03-2023 20:58,14:20.2
1530367,13-03-2023 20:59,21:50.3
1530368,13-03-2023 20:59,15:12.8
1530369,13-03-2023 21:02,19:10.7
1530370,13-03-2023 21:05,20:41.0
1530371,13-03-2023 21:06,24:55.5
1530372,13-03-2023 21:06,22:05.4
1530373,13-03-2023 21:07,23:53.8
1530374,13-03-2023 21:19,15:27.2
1530375,13-03-2023 21:19,34:40.1
1530376,13-03-2023 21:20,51:59.5
1530377,13-03-2023 21:34,49:45.1
1530378,13-03-2023 21:35,51:11.2
1530379,13-03-2023 21:38,57:19.8
1530380,13-03-2023 21:39,54:51.0
1530381,13-03-2023 21:46,04:08.1
1530382,13-03-2023 21:52,08:37.6
1530383,13-03-2023 21:53,08:30.1
1530384,13-03-2023 21:55,11:27.9
1530385,13-03-2023 21:56,13:30.2
1530386,13-03-2023 22:01,16:38.8
1530387,13-03-2023 22:02,18:14.8
1530388,13-03-2023 22:02,18:46.5
1530389,13-03-2023 22:10,33:53.8
1530390,13-03-2023 22:13,28:18.3
1530391,13-03-2023 22:17,32:26.8
1530392,13-03-2023 22:19,37:09.7
1530393,13-03-2023 22:26,41:31.8
1530394,13-03-2023 22:31,48:36.9
1530395,13-03-2023 22:31,47:48.6
1530396,13-03-2023 22:31,48:14.4
1530397,13-03-2023 22:33,49:20.7
1530398,13-03-2023 22:36,54:43.4
1530399,13-03-2023 22:38,53:50.5
1530400,13-03-2023 22:41,03:32.7
1530401,13-03-2023 22:47,03:27.7
1530402,13-03-2023 22:47,03:28.6
1530403,13-03-2023 22:57,13:08.0
1530404,13-03-2023 23:11,29:21.8
1530405,13-03-2023 23:12,29:26.3
1530406,13-03-2023 23:17,35:38.4
1530407,13-03-2023 23:20,35:46.7
1530408,13-03-2023 23:21,46:34.3
1530409,13-03-2023 23:21,36:51.0
1530410,13-03-2023 23:27,43:09.7
1530411,13-03-2023 23:27,43:16.5
1530412,13-03-2023 23:29,44:28.4
1530413,13-03-2023 23:32,47:52.4
1530414,13-03-2023 23:33,48:25.4
1530415,13-03-2023 23:34,50:22.8
1530416,13-03-2023 23:38,56:59.9
1530417,13-03-2023 23:41,56:21.6
1530418,13-03-2023 23:41,56:49.4
1530419,13-03-2023 23:43,59:59.3
1530420,13-03-2023 23:44,59:14.8
1530421,13-03-2023 23:49,04:52.3
1530422,13-03-2023 23:51,07:01.0
1530423,13-03-2023 23:54,13:22.5
1530424,13-03-2023 23:56,13:38.0
1530425,13-03-2023 23:57,25:30.4
1530426,14-03-2023 00:00,17:14.9
1530427,14-03-2023 00:07,23:22.7
1530428,14-03-2023 00:08,25:40.9
1530429,14-03-2023 00:13,30:08.1
1530430,14-03-2023 00:14,29:04.8
1530431,14-03-2023 00:22,43:36.5
1530432,14-03-2023 00:22,39:57.3
1530433,14-03-2023 00:33,48:34.4
1530434,14-03-2023 00:38,54:31.7
1530435,14-03-2023 00:42,59:46.6
1530436,14-03-2023 00:47,04:08.9
1530437,14-03-2023 00:49,13:05.6
1530438,14-03-2023 00:53,09:00.9
1530439,14-03-2023 00:53,08:50.0
1530440,14-03-2023 00:55,11:18.3
1530441,14-03-2023 00:59,18:06.3
1530442,14-03-2023 01:09,25:24.8
1530443,14-03-2023 01:09,25:41.0
1530444,14-03-2023 01:10,26:29.8
1530445,14-03-2023 01:11,26:45.5
1530446,14-03-2023 01:11,27:38.9
1530447,14-03-2023 01:13,31:25.1
1530448,14-03-2023 01:21,36:47.5
1530449,14-03-2023 01:23,39:50.5
1530450,14-03-2023 01:25,41:10.4
1530451,14-03-2023 01:26,41:27.9
1530452,14-03-2023 01:30,45:15.9
1530453,14-03-2023 01:31,46:45.3
1530454,14-03-2023 01:32,48:07.2
1530455,14-03-2023 01:32,50:17.4
1530456,14-03-2023 01:33,48:13.0
1530457,14-03-2023 01:34,49:55.3
1530458,14-03-2023 01:44,12:32.6
1530459,14-03-2023 01:44,29:21.6
1530460,14-03-2023 01:50,05:33.7
1530461,14-03-2023 01:54,10:17.9
1530462,14-03-2023 01:54,10:27.7
1530463,14-03-2023 01:55,10:56.7
1530464,14-03-2023 01:56,11:22.0
1530465,14-03-2023 02:08,24:22.2
1530466,14-03-2023 02:13,28:56.5
1530467,14-03-2023 02:14,43:27.2
1530468,14-03-2023 02:14,34:32.1
1530469,14-03-2023 02:16,32:09.7
1530470,14-03-2023 02:17,33:18.5
1530471,14-03-2023 02:21,37:58.7
1530472,14-03-2023 02:22,40:39.9
1530473,14-03-2023 02:27,46:18.6
1530474,14-03-2023 02:29,44:49.9
1530475,14-03-2023 02:31,51:19.9
1530476,14-03-2023 02:32,48:53.4
1530477,14-03-2023 02:37,52:56.5
1530478,14-03-2023 02:39,54:50.4
1530479,14-03-2023 02:46,02:27.9
1530480,14-03-2023 02:47,04:08.8
1530481,14-03-2023 02:53,08:53.1
1530482,14-03-2023 02:54,14:08.3
1530483,14-03-2023 02:56,11:50.5
1530484,14-03-2023 02:56,11:51.2
1530485,14-03-2023 02:56,11:53.8
